time_start,time_end,consumed_kWh,charger_true_false
2025-05-26 12:00:00,2025-05-26 12:30:00,1.2,False
2025-05-26 17:30:00,2025-05-26 18:15:00,5.0,True
2025-05-27 07:30:00,2025-05-27 08:15:00,4.5,False
2025-05-27 12:00:00,2025-05-27 12:30:00,1.2,False
2025-05-27 17:30:00,2025-05-27 18:15:00,5.0,True
2025-05-28 07:30:00,2025-05-28 08:15:00,4.5,False
2025-05-28 12:00:00,2025-05-28 12:30:00,1.2,False
2025-05-28 17:30:00,2025-05-28 18:15:00,5.0,True
2025-05-29 07:30:00,2025-05-29 08:15:00,4.5,False
2025-05-29 12:00:00,2025-05-29 12:30:00,1.2,False
2025-05-29 17:30:00,2025-05-29 18:15:00,5.0,True
2025-05-30 07:30:00,2025-05-30 08:15:00,4.5,False
2025-05-30 12:00:00,2025-05-30 12:30:00,1.2,False
2025-05-30 17:30:00,2025-05-30 18:15:00,5.0,True
2025-05-31 07:30:00,2025-05-31 08:15:00,4.5,False
2025-05-31 12:00:00,2025-05-31 12:30:00,1.2,False
2025-05-31 17:30:00,2025-05-31 18:15:00,5.0,True
2025-06-01 07:30:00,2025-06-01 08:15:00,4.5,False
2025-06-01 12:00:00,2025-06-01 12:30:00,1.2,False
2025-06-01 17:30:00,2025-06-01 18:15:00,5.0,True
2025-06-02 07:30:00,2025-06-02 08:15:00,4.5,False
2025-06-02 12:00:00,2025-06-02 12:30:00,1.2,False
2025-06-02 17:30:00,2025-06-02 18:15:00,5.0,True
2025-06-03 07:30:00,2025-06-03 08:15:00,4.5,False
2025-06-03 12:00:00,2025-06-03 12:30:00,1.2,False
2025-06-03 17:30:00,2025-06-03 18:15:00,5.0,True
2025-06-04 07:30:00,2025-06-04 08:15:00,4.5,False
2025-06-04 12:00:00,2025-06-04 12:30:00,1.2,False
2025-06-04 17:30:00,2025-06-04 18:15:00,5.0,True
2025-06-05 07:30:00,2025-06-05 08:15:00,4.5,False
2025-06-05 12:00:00,2025-06-05 12:30:00,1.2,False
2025-06-05 17:30:00,2025-06-05 18:15:00,5.0,True
2025-06-06 07:30:00,2025-06-06 08:15:00,4.5,False
2025-06-06 12:00:00,2025-06-06 12:30:00,1.2,False
2025-06-06 17:30:00,2025-06-06 18:15:00,5.0,True
2025-06-07 07:30:00,2025-06-07 08:15:00,4.5,False
2025-06-07 12:00:00,2025-06-07 12:30:00,1.2,False
2025-06-07 17:30:00,2025-06-07 18:15:00,5.0,True
2025-06-08 07:30:00,2025-06-08 08:15:00,4.5,False
2025-06-08 12:00:00,2025-06-08 12:30:00,1.2,False
2025-06-08 17:30:00,2025-06-08 18:15:00,5.0,True
2025-06-09 07:30:00,2025-06-09 08:15:00,4.5,False
2025-06-09 12:00:00,2025-06-09 12:30:00,1.2,False
2025-06-09 17:30:00,2025-06-09 18:15:00,5.0,True
2025-06-10 07:30:00,2025-06-10 08:15:00,4.5,False
2025-06-10 12:00:00,2025-06-10 12:30:00,1.2,False
2025-06-10 17:30:00,2025-06-10 18:15:00,5.0,True
2025-06-11 07:30:00,2025-06-11 08:15:00,4.5,False
2025-06-11 12:00:00,2025-06-11 12:30:00,1.2,False
2025-06-11 17:30:00,2025-06-11 18:15:00,5.0,True
2025-06-12 07:30:00,2025-06-12 08:15:00,4.5,False
2025-06-12 12:00:00,2025-06-12 12:30:00,1.2,False
2025-06-12 17:30:00,2025-06-12 18:15:00,5.0,True
2025-06-13 07:30:00,2025-06-13 08:15:00,4.5,False
2025-06-13 12:00:00,2025-06-13 12:30:00,1.2,False
2025-06-13 17:30:00,2025-06-13 18:15:00,5.0,True
2025-06-14 07:30:00,2025-06-14 08:15:00,4.5,False
2025-06-14 12:00:00,2025-06-14 12:30:00,1.2,False
2025-06-14 17:30:00,2025-06-14 18:15:00,5.0,True
2025-06-15 07:30:00,2025-06-15 08:15:00,4.5,False
2025-06-15 12:00:00,2025-06-15 12:30:00,1.2,False
2025-06-15 17:30:00,2025-06-15 18:15:00,5.0,True
2025-06-16 07:30:00,2025-06-16 08:15:00,4.5,False
2025-06-16 12:00:00,2025-06-16 12:30:00,1.2,False
2025-06-16 17:30:00,2025-06-16 18:15:00,5.0,True
2025-06-17 07:30:00,2025-06-17 08:15:00,4.5,False
2025-06-17 12:00:00,2025-06-17 12:30:00,1.2,False
2025-06-17 17:30:00,2025-06-17 18:15:00,5.0,True
2025-06-18 07:30:00,2025-06-18 08:15:00,4.5,False
2025-06-18 12:00:00,2025-06-18 12:30:00,1.2,False
2025-06-18 17:30:00,2025-06-18 18:15:00,5.0,True
2025-06-19 07:30:00,2025-06-19 08:15:00,4.5,False
2025-06-19 12:00:00,2025-06-19 12:30:00,1.2,False
2025-06-19 17:30:00,2025-06-19 18:15:00,5.0,True
2025-06-20 07:30:00,2025-06-20 08:15:00,4.5,False
2025-06-20 12:00:00,2025-06-20 12:30:00,1.2,False
2025-06-20 17:30:00,2025-06-20 18:15:00,5.0,True
2025-06-21 07:30:00,2025-06-21 08:15:00,4.5,False
2025-06-21 12:00:00,2025-06-21 12:30:00,1.2,False
2025-06-21 17:30:00,2025-06-21 18:15:00,5.0,True
2025-06-22 07:30:00,2025-06-22 08:15:00,4.5,False
2025-06-22 12:00:00,2025-06-22 12:30:00,1.2,False
2025-06-22 17:30:00,2025-06-22 18:15:00,5.0,True
2025-06-23 07:30:00,2025-06-23 08:15:00,4.5,False
2025-06-23 12:00:00,2025-06-23 12:30:00,1.2,False
2025-06-23 17:30:00,2025-06-23 18:15:00,5.0,True
2025-06-24 07:30:00,2025-06-24 08:15:00,4.5,False
2025-06-24 12:00:00,2025-06-24 12:30:00,1.2,False
2025-06-24 17:30:00,2025-06-24 18:15:00,5.0,True
2025-06-25 07:30:00,2025-06-25 08:15:00,4.5,False
2025-06-25 12:00:00,2025-06-25 12:30:00,1.2,False
2025-06-25 17:30:00,2025-06-25 18:15:00,5.0,True
2025-06-26 07:30:00,2025-06-26 08:15:00,4.5,False
2025-06-26 12:00:00,2025-06-26 12:30:00,1.2,False
2025-06-26 17:30:00,2025-06-26 18:15:00,5.0,True
2025-06-27 07:30:00,2025-06-27 08:15:00,4.5,False
2025-06-27 12:00:00,2025-06-27 12:30:00,1.2,False
2025-06-27 17:30:00,2025-06-27 18:15:00,5.0,True
2025-06-28 07:30:00,2025-06-28 08:15:00,4.5,False
2025-06-28 12:00:00,2025-06-28 12:30:00,1.2,False
2025-06-28 17:30:00,2025-06-28 18:15:00,5.0,True
2025-06-29 07:30:00,2025-06-29 08:15:00,4.5,False
2025-06-29 12:00:00,2025-06-29 12:30:00,1.2,False
2025-06-29 17:30:00,2025-06-29 18:15:00,5.0,True
2025-06-30 07:30:00,2025-06-30 08:15:00,4.5,False
2025-06-30 12:00:00,2025-06-30 12:30:00,1.2,False
2025-06-30 17:30:00,2025-06-30 18:15:00,5.0,True
2025-07-01 07:30:00,2025-07-01 08:15:00,4.5,False
2025-07-01 12:00:00,2025-07-01 12:30:00,1.2,False
2025-07-01 17:30:00,2025-07-01 18:15:00,5.0,True
2025-07-02 07:30:00,2025-07-02 08:15:00,4.5,False
2025-07-02 12:00:00,2025-07-02 12:30:00,1.2,False
2025-07-02 17:30:00,2025-07-02 18:15:00,5.0,True
2025-07-03 07:30:00,2025-07-03 08:15:00,4.5,False
2025-07-03 12:00:00,2025-07-03 12:30:00,1.2,False
2025-07-03 17:30:00,2025-07-03 18:15:00,5.0,True
2025-07-04 07:30:00,2025-07-04 08:15:00,4.5,False
2025-07-04 12:00:00,2025-07-04 12:30:00,1.2,False
2025-07-04 17:30:00,2025-07-04 18:15:00,5.0,True
2025-07-05 07:30:00,2025-07-05 08:15:00,4.5,False
2025-07-05 12:00:00,2025-07-05 12:30:00,1.2,False
2025-07-05 17:30:00,2025-07-05 18:15:00,5.0,True
2025-07-06 07:30:00,2025-07-06 08:15:00,4.5,False
2025-07-06 12:00:00,2025-07-06 12:30:00,1.2,False
2025-07-06 17:30:00,2025-07-06 18:15:00,5.0,True
2025-07-07 07:30:00,2025-07-07 08:15:00,4.5,False
2025-07-07 12:00:00,2025-07-07 12:30:00,1.2,False
2025-07-07 17:30:00,2025-07-07 18:15:00,5.0,True
2025-07-08 07:30:00,2025-07-08 08:15:00,4.5,False
2025-07-08 12:00:00,2025-07-08 12:30:00,1.2,False
2025-07-08 17:30:00,2025-07-08 18:15:00,5.0,True
2025-07-09 07:30:00,2025-07-09 08:15:00,4.5,False
2025-07-09 12:00:00,2025-07-09 12:30:00,1.2,False
2025-07-09 17:30:00,2025-07-09 18:15:00,5.0,True
2025-07-10 07:30:00,2025-07-10 08:15:00,4.5,False
2025-07-10 12:00:00,2025-07-10 12:30:00,1.2,False
2025-07-10 17:30:00,2025-07-10 18:15:00,5.0,True
2025-07-11 07:30:00,2025-07-11 08:15:00,4.5,False
2025-07-11 12:00:00,2025-07-11 12:30:00,1.2,False
2025-07-11 17:30:00,2025-07-11 18:15:00,5.0,True
2025-07-12 07:30:00,2025-07-12 08:15:00,4.5,False
2025-07-12 12:00:00,2025-07-12 12:30:00,1.2,False
2025-07-12 17:30:00,2025-07-12 18:15:00,5.0,True
2025-07-13 07:30:00,2025-07-13 08:15:00,4.5,False
2025-07-13 12:00:00,2025-07-13 12:30:00,1.2,False
2025-07-13 17:30:00,2025-07-13 18:15:00,5.0,True
2025-07-14 07:30:00,2025-07-14 08:15:00,4.5,False
2025-07-14 12:00:00,2025-07-14 12:30:00,1.2,False
2025-07-14 17:30:00,2025-07-14 18:15:00,5.0,True
2025-07-15 07:30:00,2025-07-15 08:15:00,4.5,False
2025-07-15 12:00:00,2025-07-15 12:30:00,1.2,False
2025-07-15 17:30:00,2025-07-15 18:15:00,5.0,True
2025-07-16 07:30:00,2025-07-16 08:15:00,4.5,False
2025-07-16 12:00:00,2025-07-16 12:30:00,1.2,False
2025-07-16 17:30:00,2025-07-16 18:15:00,5.0,True
2025-07-17 07:30:00,2025-07-17 08:15:00,4.5,False
2025-07-17 12:00:00,2025-07-17 12:30:00,1.2,False
2025-07-17 17:30:00,2025-07-17 18:15:00,5.0,True
2025-07-18 07:30:00,2025-07-18 08:15:00,4.5,False
2025-07-18 12:00:00,2025-07-18 12:30:00,1.2,False
2025-07-18 17:30:00,2025-07-18 18:15:00,5.0,True
2025-07-19 07:30:00,2025-07-19 08:15:00,4.5,False
2025-07-19 12:00:00,2025-07-19 12:30:00,1.2,False
2025-07-19 17:30:00,2025-07-19 18:15:00,5.0,True
2025-07-20 07:30:00,2025-07-20 08:15:00,4.5,False
2025-07-20 12:00:00,2025-07-20 12:30:00,1.2,False
2025-07-20 17:30:00,2025-07-20 18:15:00,5.0,True
2025-07-21 07:30:00,2025-07-21 08:15:00,4.5,False
2025-07-21 12:00:00,2025-07-21 12:30:00,1.2,False
2025-07-21 17:30:00,2025-07-21 18:15:00,5.0,True
2025-07-22 07:30:00,2025-07-22 08:15:00,4.5,False
2025-07-22 12:00:00,2025-07-22 12:30:00,1.2,False
2025-07-22 17:30:00,2025-07-22 18:15:00,5.0,True
2025-07-23 07:30:00,2025-07-23 08:15:00,4.5,False
2025-07-23 12:00:00,2025-07-23 12:30:00,1.2,False
2025-07-23 17:30:00,2025-07-23 18:15:00,5.0,True
2025-07-24 07:30:00,2025-07-24 08:15:00,4.5,False
2025-07-24 12:00:00,2025-07-24 12:30:00,1.2,False
2025-07-24 17:30:00,2025-07-24 18:15:00,5.0,True
2025-07-25 07:30:00,2025-07-25 08:15:00,4.5,False
2025-07-25 12:00:00,2025-07-25 12:30:00,1.2,False
2025-07-25 17:30:00,2025-07-25 18:15:00,5.0,True
2025-07-26 07:30:00,2025-07-26 08:15:00,4.5,False
2025-07-26 12:00:00,2025-07-26 12:30:00,1.2,False
2025-07-26 17:30:00,2025-07-26 18:15:00,5.0,True
2025-07-27 07:30:00,2025-07-27 08:15:00,4.5,False
2025-07-27 12:00:00,2025-07-27 12:30:00,1.2,False
2025-07-27 17:30:00,2025-07-27 18:15:00,5.0,True
2025-07-28 07:30:00,2025-07-28 08:15:00,4.5,False
2025-07-28 12:00:00,2025-07-28 12:30:00,1.2,False
2025-07-28 17:30:00,2025-07-28 18:15:00,5.0,True
2025-07-29 07:30:00,2025-07-29 08:15:00,4.5,False
2025-07-29 12:00:00,2025-07-29 12:30:00,1.2,False
2025-07-29 17:30:00,2025-07-29 18:15:00,5.0,True
2025-07-30 07:30:00,2025-07-30 08:15:00,4.5,False
2025-07-30 12:00:00,2025-07-30 12:30:00,1.2,False
2025-07-30 17:30:00,2025-07-30 18:15:00,5.0,True
2025-07-31 07:30:00,2025-07-31 08:15:00,4.5,False
2025-07-31 12:00:00,2025-07-31 12:30:00,1.2,False
2025-07-31 17:30:00,2025-07-31 18:15:00,5.0,True
2025-08-01 07:30:00,2025-08-01 08:15:00,4.5,False
2025-08-01 12:00:00,2025-08-01 12:30:00,1.2,False
2025-08-01 17:30:00,2025-08-01 18:15:00,5.0,True
2025-08-02 07:30:00,2025-08-02 08:15:00,4.5,False
2025-08-02 12:00:00,2025-08-02 12:30:00,1.2,False
2025-08-02 17:30:00,2025-08-02 18:15:00,5.0,True
2025-08-03 07:30:00,2025-08-03 08:15:00,4.5,False
2025-08-03 12:00:00,2025-08-03 12:30:00,1.2,False
2025-08-03 17:30:00,2025-08-03 18:15:00,5.0,True
2025-08-04 07:30:00,2025-08-04 08:15:00,4.5,False
2025-08-04 12:00:00,2025-08-04 12:30:00,1.2,False
2025-08-04 17:30:00,2025-08-04 18:15:00,5.0,True
2025-08-05 07:30:00,2025-08-05 08:15:00,4.5,False
2025-08-05 12:00:00,2025-08-05 12:30:00,1.2,False
2025-08-05 17:30:00,2025-08-05 18:15:00,5.0,True
2025-08-06 07:30:00,2025-08-06 08:15:00,4.5,False
2025-08-06 12:00:00,2025-08-06 12:30:00,1.2,False
2025-08-06 17:30:00,2025-08-06 18:15:00,5.0,True
2025-08-07 07:30:00,2025-08-07 08:15:00,4.5,False
2025-08-07 12:00:00,2025-08-07 12:30:00,1.2,False
2025-08-07 17:30:00,2025-08-07 18:15:00,5.0,True
2025-08-08 07:30:00,2025-08-08 08:15:00,4.5,False
2025-08-08 12:00:00,2025-08-08 12:30:00,1.2,False
2025-08-08 17:30:00,2025-08-08 18:15:00,5.0,True
2025-08-09 07:30:00,2025-08-09 08:15:00,4.5,False
2025-08-09 12:00:00,2025-08-09 12:30:00,1.2,False
2025-08-09 17:30:00,2025-08-09 18:15:00,5.0,True
2025-08-10 07:30:00,2025-08-10 08:15:00,4.5,False
2025-08-10 12:00:00,2025-08-10 12:30:00,1.2,False
2025-08-10 17:30:00,2025-08-10 18:15:00,5.0,True
2025-08-11 07:30:00,2025-08-11 08:15:00,4.5,False
2025-08-11 12:00:00,2025-08-11 12:30:00,1.2,False
2025-08-11 17:30:00,2025-08-11 18:15:00,5.0,True
2025-08-12 07:30:00,2025-08-12 08:15:00,4.5,False
2025-08-12 12:00:00,2025-08-12 12:30:00,1.2,False
2025-08-12 17:30:00,2025-08-12 18:15:00,5.0,True
2025-08-13 07:30:00,2025-08-13 08:15:00,4.5,False
2025-08-13 12:00:00,2025-08-13 12:30:00,1.2,False
2025-08-13 17:30:00,2025-08-13 18:15:00,5.0,True
2025-08-14 07:30:00,2025-08-14 08:15:00,4.5,False
2025-08-14 12:00:00,2025-08-14 12:30:00,1.2,False
2025-08-14 17:30:00,2025-08-14 18:15:00,5.0,True
2025-08-15 07:30:00,2025-08-15 08:15:00,4.5,False
2025-08-15 12:00:00,2025-08-15 12:30:00,1.2,False
2025-08-15 17:30:00,2025-08-15 18:15:00,5.0,True
2025-08-16 07:30:00,2025-08-16 08:15:00,4.5,False
2025-08-16 12:00:00,2025-08-16 12:30:00,1.2,False
2025-08-16 17:30:00,2025-08-16 18:15:00,5.0,True
2025-08-17 07:30:00,2025-08-17 08:15:00,4.5,False
2025-08-17 12:00:00,2025-08-17 12:30:00,1.2,False
2025-08-17 17:30:00,2025-08-17 18:15:00,5.0,True
2025-08-18 07:30:00,2025-08-18 08:15:00,4.5,False
2025-08-18 12:00:00,2025-08-18 12:30:00,1.2,False
2025-08-18 17:30:00,2025-08-18 18:15:00,5.0,True
2025-08-19 07:30:00,2025-08-19 08:15:00,4.5,False
2025-08-19 12:00:00,2025-08-19 12:30:00,1.2,False
2025-08-19 17:30:00,2025-08-19 18:15:00,5.0,True
2025-08-20 07:30:00,2025-08-20 08:15:00,4.5,False
2025-08-20 12:00:00,2025-08-20 12:30:00,1.2,False
2025-08-20 17:30:00,2025-08-20 18:15:00,5.0,True
2025-08-21 07:30:00,2025-08-21 08:15:00,4.5,False
2025-08-21 12:00:00,2025-08-21 12:30:00,1.2,False
2025-08-21 17:30:00,2025-08-21 18:15:00,5.0,True
2025-08-22 07:30:00,2025-08-22 08:15:00,4.5,False
2025-08-22 12:00:00,2025-08-22 12:30:00,1.2,False
2025-08-22 17:30:00,2025-08-22 18:15:00,5.0,True
2025-08-23 07:30:00,2025-08-23 08:15:00,4.5,False
2025-08-23 12:00:00,2025-08-23 12:30:00,1.2,False
2025-08-23 17:30:00,2025-08-23 18:15:00,5.0,True
2025-08-24 07:30:00,2025-08-24 08:15:00,4.5,False
2025-08-24 12:00:00,2025-08-24 12:30:00,1.2,False
2025-08-24 17:30:00,2025-08-24 18:15:00,5.0,True
2025-08-25 07:30:00,2025-08-25 08:15:00,4.5,False
2025-08-25 12:00:00,2025-08-25 12:30:00,1.2,False
2025-08-25 17:30:00,2025-08-25 18:15:00,5.0,True
2025-08-26 07:30:00,2025-08-26 08:15:00,4.5,False
2025-08-26 12:00:00,2025-08-26 12:30:00,1.2,False
2025-08-26 17:30:00,2025-08-26 18:15:00,5.0,True
2025-08-27 07:30:00,2025-08-27 08:15:00,4.5,False
2025-08-27 12:00:00,2025-08-27 12:30:00,1.2,False
2025-08-27 17:30:00,2025-08-27 18:15:00,5.0,True
2025-08-28 07:30:00,2025-08-28 08:15:00,4.5,False
2025-08-28 12:00:00,2025-08-28 12:30:00,1.2,False
2025-08-28 17:30:00,2025-08-28 18:15:00,5.0,True
2025-08-29 07:30:00,2025-08-29 08:15:00,4.5,False
2025-08-29 12:00:00,2025-08-29 12:30:00,1.2,False
2025-08-29 17:30:00,2025-08-29 18:15:00,5.0,True
2025-08-30 07:30:00,2025-08-30 08:15:00,4.5,False
2025-08-30 12:00:00,2025-08-30 12:30:00,1.2,False
2025-08-30 17:30:00,2025-08-30 18:15:00,5.0,True
2025-08-31 07:30:00,2025-08-31 08:15:00,4.5,False
2025-08-31 12:00:00,2025-08-31 12:30:00,1.2,False
2025-08-31 17:30:00,2025-08-31 18:15:00,5.0,True
2025-09-01 07:30:00,2025-09-01 08:15:00,4.5,False
2025-09-01 12:00:00,2025-09-01 12:30:00,1.2,False
2025-09-01 17:30:00,2025-09-01 18:15:00,5.0,True
2025-09-02 07:30:00,2025-09-02 08:15:00,4.5,False
2025-09-02 12:00:00,2025-09-02 12:30:00,1.2,False
2025-09-02 17:30:00,2025-09-02 18:15:00,5.0,True
2025-09-03 07:30:00,2025-09-03 08:15:00,4.5,False
2025-09-03 12:00:00,2025-09-03 12:30:00,1.2,False
2025-09-03 17:30:00,2025-09-03 18:15:00,5.0,True
2025-09-04 07:30:00,2025-09-04 08:15:00,4.5,False
2025-09-04 12:00:00,2025-09-04 12:30:00,1.2,False
2025-09-04 17:30:00,2025-09-04 18:15:00,5.0,True
2025-09-05 07:30:00,2025-09-05 08:15:00,4.5,False
2025-09-05 12:00:00,2025-09-05 12:30:00,1.2,False
2025-09-05 17:30:00,2025-09-05 18:15:00,5.0,True
2025-09-06 07:30:00,2025-09-06 08:15:00,4.5,False
2025-09-06 12:00:00,2025-09-06 12:30:00,1.2,False
2025-09-06 17:30:00,2025-09-06 18:15:00,5.0,True
2025-09-07 07:30:00,2025-09-07 08:15:00,4.5,False
2025-09-07 12:00:00,2025-09-07 12:30:00,1.2,False
2025-09-07 17:30:00,2025-09-07 18:15:00,5.0,True
2025-09-08 07:30:00,2025-09-08 08:15:00,4.5,False
2025-09-08 12:00:00,2025-09-08 12:30:00,1.2,False
2025-09-08 17:30:00,2025-09-08 18:15:00,5.0,True
2025-09-09 07:30:00,2025-09-09 08:15:00,4.5,False
2025-09-09 12:00:00,2025-09-09 12:30:00,1.2,False
2025-09-09 17:30:00,2025-09-09 18:15:00,5.0,True
2025-09-10 07:30:00,2025-09-10 08:15:00,4.5,False
2025-09-10 12:00:00,2025-09-10 12:30:00,1.2,False
2025-09-10 17:30:00,2025-09-10 18:15:00,5.0,True
2025-09-11 07:30:00,2025-09-11 08:15:00,4.5,False
2025-09-11 12:00:00,2025-09-11 12:30:00,1.2,False
2025-09-11 17:30:00,2025-09-11 18:15:00,5.0,True
2025-09-12 07:30:00,2025-09-12 08:15:00,4.5,False
2025-09-12 12:00:00,2025-09-12 12:30:00,1.2,False
2025-09-12 17:30:00,2025-09-12 18:15:00,5.0,True
2025-09-13 07:30:00,2025-09-13 08:15:00,4.5,False
2025-09-13 12:00:00,2025-09-13 12:30:00,1.2,False
2025-09-13 17:30:00,2025-09-13 18:15:00,5.0,True
2025-09-14 07:30:00,2025-09-14 08:15:00,4.5,False
2025-09-14 12:00:00,2025-09-14 12:30:00,1.2,False
2025-09-14 17:30:00,2025-09-14 18:15:00,5.0,True
2025-09-15 07:30:00,2025-09-15 08:15:00,4.5,False
2025-09-15 12:00:00,2025-09-15 12:30:00,1.2,False
2025-09-15 17:30:00,2025-09-15 18:15:00,5.0,True
2025-09-16 07:30:00,2025-09-16 08:15:00,4.5,False
2025-09-16 12:00:00,2025-09-16 12:30:00,1.2,False
2025-09-16 17:30:00,2025-09-16 18:15:00,5.0,True
2025-09-17 07:30:00,2025-09-17 08:15:00,4.5,False
2025-09-17 12:00:00,2025-09-17 12:30:00,1.2,False
2025-09-17 17:30:00,2025-09-17 18:15:00,5.0,True
2025-09-18 07:30:00,2025-09-18 08:15:00,4.5,False
2025-09-18 12:00:00,2025-09-18 12:30:00,1.2,False
2025-09-18 17:30:00,2025-09-18 18:15:00,5.0,True
2025-09-19 07:30:00,2025-09-19 08:15:00,4.5,False
2025-09-19 12:00:00,2025-09-19 12:30:00,1.2,False
2025-09-19 17:30:00,2025-09-19 18:15:00,5.0,True
2025-09-20 07:30:00,2025-09-20 08:15:00,4.5,False
2025-09-20 12:00:00,2025-09-20 12:30:00,1.2,False
2025-09-20 17:30:00,2025-09-20 18:15:00,5.0,True
2025-09-21 07:30:00,2025-09-21 08:15:00,4.5,False
2025-09-21 12:00:00,2025-09-21 12:30:00,1.2,False
2025-09-21 17:30:00,2025-09-21 18:15:00,5.0,True
2025-09-22 07:30:00,2025-09-22 08:15:00,4.5,False
2025-09-22 12:00:00,2025-09-22 12:30:00,1.2,False
2025-09-22 17:30:00,2025-09-22 18:15:00,5.0,True
2025-09-23 07:30:00,2025-09-23 08:15:00,4.5,False
2025-09-23 12:00:00,2025-09-23 12:30:00,1.2,False
2025-09-23 17:30:00,2025-09-23 18:15:00,5.0,True
2025-09-24 07:30:00,2025-09-24 08:15:00,4.5,False
2025-09-24 12:00:00,2025-09-24 12:30:00,1.2,False
2025-09-24 17:30:00,2025-09-24 18:15:00,5.0,True
2025-09-25 07:30:00,2025-09-25 08:15:00,4.5,False
2025-09-25 12:00:00,2025-09-25 12:30:00,1.2,False
2025-09-25 17:30:00,2025-09-25 18:15:00,5.0,True
2025-09-26 07:30:00,2025-09-26 08:15:00,4.5,False
2025-09-26 12:00:00,2025-09-26 12:30:00,1.2,False
2025-09-26 17:30:00,2025-09-26 18:15:00,5.0,True
2025-09-27 07:30:00,2025-09-27 08:15:00,4.5,False
2025-09-27 12:00:00,2025-09-27 12:30:00,1.2,False
2025-09-27 17:30:00,2025-09-27 18:15:00,5.0,True
2025-09-28 07:30:00,2025-09-28 08:15:00,4.5,False
2025-09-28 12:00:00,2025-09-28 12:30:00,1.2,False
2025-09-28 17:30:00,2025-09-28 18:15:00,5.0,True
2025-09-29 07:30:00,2025-09-29 08:15:00,4.5,False
2025-09-29 12:00:00,2025-09-29 12:30:00,1.2,False
2025-09-29 17:30:00,2025-09-29 18:15:00,5.0,True
2025-09-30 07:30:00,2025-09-30 08:15:00,4.5,False
2025-09-30 12:00:00,2025-09-30 12:30:00,1.2,False
2025-09-30 17:30:00,2025-09-30 18:15:00,5.0,True
2025-10-01 07:30:00,2025-10-01 08:15:00,4.5,False
2025-10-01 12:00:00,2025-10-01 12:30:00,1.2,False
2025-10-01 17:30:00,2025-10-01 18:15:00,5.0,True
2025-10-02 07:30:00,2025-10-02 08:15:00,4.5,False
2025-10-02 12:00:00,2025-10-02 12:30:00,1.2,False
2025-10-02 17:30:00,2025-10-02 18:15:00,5.0,True
2025-10-03 07:30:00,2025-10-03 08:15:00,4.5,False
2025-10-03 12:00:00,2025-10-03 12:30:00,1.2,False
2025-10-03 17:30:00,2025-10-03 18:15:00,5.0,True
2025-10-04 07:30:00,2025-10-04 08:15:00,4.5,False
2025-10-04 12:00:00,2025-10-04 12:30:00,1.2,False
2025-10-04 17:30:00,2025-10-04 18:15:00,5.0,True
2025-10-05 07:30:00,2025-10-05 08:15:00,4.5,False
2025-10-05 12:00:00,2025-10-05 12:30:00,1.2,False
2025-10-05 17:30:00,2025-10-05 18:15:00,5.0,True
2025-10-06 07:30:00,2025-10-06 08:15:00,4.5,False
2025-10-06 12:00:00,2025-10-06 12:30:00,1.2,False
2025-10-06 17:30:00,2025-10-06 18:15:00,5.0,True
2025-10-07 07:30:00,2025-10-07 08:15:00,4.5,False
2025-10-07 12:00:00,2025-10-07 12:30:00,1.2,False
2025-10-07 17:30:00,2025-10-07 18:15:00,5.0,True
2025-10-08 07:30:00,2025-10-08 08:15:00,4.5,False
2025-10-08 12:00:00,2025-10-08 12:30:00,1.2,False
2025-10-08 17:30:00,2025-10-08 18:15:00,5.0,True
2025-10-09 07:30:00,2025-10-09 08:15:00,4.5,False
2025-10-09 12:00:00,2025-10-09 12:30:00,1.2,False
2025-10-09 17:30:00,2025-10-09 18:15:00,5.0,True
2025-10-10 07:30:00,2025-10-10 08:15:00,4.5,False
2025-10-10 12:00:00,2025-10-10 12:30:00,1.2,False
2025-10-10 17:30:00,2025-10-10 18:15:00,5.0,True
2025-10-11 07:30:00,2025-10-11 08:15:00,4.5,False
2025-10-11 12:00:00,2025-10-11 12:30:00,1.2,False
2025-10-11 17:30:00,2025-10-11 18:15:00,5.0,True
2025-10-12 07:30:00,2025-10-12 08:15:00,4.5,False
2025-10-12 12:00:00,2025-10-12 12:30:00,1.2,False
2025-10-12 17:30:00,2025-10-12 18:15:00,5.0,True
2025-10-13 07:30:00,2025-10-13 08:15:00,4.5,False
2025-10-13 12:00:00,2025-10-13 12:30:00,1.2,False
2025-10-13 17:30:00,2025-10-13 18:15:00,5.0,True
2025-10-14 07:30:00,2025-10-14 08:15:00,4.5,False
2025-10-14 12:00:00,2025-10-14 12:30:00,1.2,False
2025-10-14 17:30:00,2025-10-14 18:15:00,5.0,True
2025-10-15 07:30:00,2025-10-15 08:15:00,4.5,False
2025-10-15 12:00:00,2025-10-15 12:30:00,1.2,False
2025-10-15 17:30:00,2025-10-15 18:15:00,5.0,True
2025-10-16 07:30:00,2025-10-16 08:15:00,4.5,False
2025-10-16 12:00:00,2025-10-16 12:30:00,1.2,False
2025-10-16 17:30:00,2025-10-16 18:15:00,5.0,True
2025-10-17 07:30:00,2025-10-17 08:15:00,4.5,False
2025-10-17 12:00:00,2025-10-17 12:30:00,1.2,False
2025-10-17 17:30:00,2025-10-17 18:15:00,5.0,True
2025-10-18 07:30:00,2025-10-18 08:15:00,4.5,False
2025-10-18 12:00:00,2025-10-18 12:30:00,1.2,False
